"Town","FIPS","Year","Foreclosure","Measure Type","Variable","Value"
"Canaan","0900510940","2014","Total Foreclosures","Number","Foreclosures","2"
"Canaan","0900510940","2015","Lis Penden Filings","Number","Foreclosures","7"
"Canaan","0900510940","2015","Total Foreclosures","Number","Foreclosures","1"
"Canaan","0900510940","2016","Lis Penden Filings","Number","Foreclosures","4"
"Canaan","0900510940","2016","Total Foreclosures","Number","Foreclosures","1"
"Canterbury","0901512130","2008","Lis Penden Filings","Number","Foreclosures","39"
"Canterbury","0901512130","2008","Total Foreclosures","Number","Foreclosures","3"
"Canterbury","0901512130","2009","Lis Penden Filings","Number","Foreclosures","37"
"Canterbury","0901512130","2009","Total Foreclosures","Number","Foreclosures","10"
"Canterbury","0901512130","2010","Lis Penden Filings","Number","Foreclosures","37"
"Canterbury","0901512130","2010","Total Foreclosures","Number","Foreclosures","15"
"Canterbury","0901512130","2011","Lis Penden Filings","Number","Foreclosures","24"
"Canterbury","0901512130","2011","Total Foreclosures","Number","Foreclosures","7"
"Canterbury","0901512130","2012","Lis Penden Filings","Number","Foreclosures","19"
"Canterbury","0901512130","2012","Total Foreclosures","Number","Foreclosures","2"
"Canterbury","0901512130","2013","Lis Penden Filings","Number","Foreclosures","43"
"Canterbury","0901512130","2013","Total Foreclosures","Number","Foreclosures","6"
"Canterbury","0901512130","2014","Lis Penden Filings","Number","Foreclosures","11"
"Canterbury","0901512130","2014","Total Foreclosures","Number","Foreclosures","17"
"Canterbury","0901512130","2015","Lis Penden Filings","Number","Foreclosures","28"
"Canterbury","0901512130","2015","Total Foreclosures","Number","Foreclosures","2"
"Canterbury","0901512130","2016","Lis Penden Filings","Number","Foreclosures","19"
"Canterbury","0901512130","2016","Total Foreclosures","Number","Foreclosures","14"
"Canton","0900312270","2008","Lis Penden Filings","Number","Foreclosures","17"
"Canton","0900312270","2008","Total Foreclosures","Number","Foreclosures","5"
"Canton","0900312270","2009","Lis Penden Filings","Number","Foreclosures","43"
"Canton","0900312270","2009","Total Foreclosures","Number","Foreclosures","3"
"Canton","0900312270","2010","Lis Penden Filings","Number","Foreclosures","40"
"Canton","0900312270","2010","Total Foreclosures","Number","Foreclosures","9"
"Canton","0900312270","2011","Lis Penden Filings","Number","Foreclosures","21"
"Canton","0900312270","2011","Total Foreclosures","Number","Foreclosures","0"
"Canton","0900312270","2012","Lis Penden Filings","Number","Foreclosures","48"
"Canton","0900312270","2012","Total Foreclosures","Number","Foreclosures","0"
"Canton","0900312270","2013","Lis Penden Filings","Number","Foreclosures","45"
"Canton","0900312270","2013","Total Foreclosures","Number","Foreclosures","1"
"Canton","0900312270","2014","Lis Penden Filings","Number","Foreclosures","7"
"Canton","0900312270","2014","Total Foreclosures","Number","Foreclosures","0"
"Canton","0900312270","2015","Lis Penden Filings","Number","Foreclosures","17"
"Canton","0900312270","2015","Total Foreclosures","Number","Foreclosures","0"
"Canton","0900312270","2016","Lis Penden Filings","Number","Foreclosures","35"
"Canton","0900312270","2016","Total Foreclosures","Number","Foreclosures","5"
"Chaplin","0901513810","2008","Lis Penden Filings","Number","Foreclosures","11"
"Chaplin","0901513810","2008","Total Foreclosures","Number","Foreclosures","4"
"Chaplin","0901513810","2009","Lis Penden Filings","Number","Foreclosures","24"
"Chaplin","0901513810","2009","Total Foreclosures","Number","Foreclosures","2"
"Chaplin","0901513810","2010","Lis Penden Filings","Number","Foreclosures","19"
"Chaplin","0901513810","2010","Total Foreclosures","Number","Foreclosures","10"
"Chaplin","0901513810","2011","Lis Penden Filings","Number","Foreclosures","8"
"Chaplin","0901513810","2011","Total Foreclosures","Number","Foreclosures","1"
"Chaplin","0901513810","2012","Lis Penden Filings","Number","Foreclosures","12"
"Chaplin","0901513810","2012","Total Foreclosures","Number","Foreclosures","0"
"Chaplin","0901513810","2013","Lis Penden Filings","Number","Foreclosures","18"
"Chaplin","0901513810","2013","Total Foreclosures","Number","Foreclosures","0"
"Chaplin","0901513810","2014","Lis Penden Filings","Number","Foreclosures","37"
"Chaplin","0901513810","2014","Total Foreclosures","Number","Foreclosures","2"
"Chaplin","0901513810","2015","Lis Penden Filings","Number","Foreclosures","11"
"Chaplin","0901513810","2015","Total Foreclosures","Number","Foreclosures","0"
"Chaplin","0901513810","2016","Lis Penden Filings","Number","Foreclosures","3"
"Chaplin","0901513810","2016","Total Foreclosures","Number","Foreclosures","2"
"Cheshire","0900914160","2008","Lis Penden Filings","Number","Foreclosures","66"
"Cheshire","0900914160","2008","Total Foreclosures","Number","Foreclosures","20"
"Cheshire","0900914160","2009","Lis Penden Filings","Number","Foreclosures","142"
"Cheshire","0900914160","2009","Total Foreclosures","Number","Foreclosures","20"
"Cheshire","0900914160","2010","Lis Penden Filings","Number","Foreclosures","89"
"Cheshire","0900914160","2010","Total Foreclosures","Number","Foreclosures","20"
"Cheshire","0900914160","2011","Lis Penden Filings","Number","Foreclosures","57"
"Cheshire","0900914160","2011","Total Foreclosures","Number","Foreclosures","15"
"Cheshire","0900914160","2012","Lis Penden Filings","Number","Foreclosures","77"
"Cheshire","0900914160","2012","Total Foreclosures","Number","Foreclosures","17"
"Cheshire","0900914160","2013","Lis Penden Filings","Number","Foreclosures","99"
"Cheshire","0900914160","2013","Total Foreclosures","Number","Foreclosures","20"
"Cheshire","0900914160","2014","Lis Penden Filings","Number","Foreclosures","46"
"Cheshire","0900914160","2014","Total Foreclosures","Number","Foreclosures","30"
"Cheshire","0900914160","2015","Lis Penden Filings","Number","Foreclosures","57"
"Cheshire","0900914160","2015","Total Foreclosures","Number","Foreclosures","12"
"Cheshire","0900914160","2016","Lis Penden Filings","Number","Foreclosures","71"
"Cheshire","0900914160","2016","Total Foreclosures","Number","Foreclosures","12"
"Chester","0900714300","2008","Lis Penden Filings","Number","Foreclosures","6"
"Chester","0900714300","2008","Total Foreclosures","Number","Foreclosures","2"
"Chester","0900714300","2009","Lis Penden Filings","Number","Foreclosures","21"
"Chester","0900714300","2009","Total Foreclosures","Number","Foreclosures","2"
"Chester","0900714300","2010","Lis Penden Filings","Number","Foreclosures","18"
"Chester","0900714300","2010","Total Foreclosures","Number","Foreclosures","3"
"Chester","0900714300","2011","Lis Penden Filings","Number","Foreclosures","7"
"Chester","0900714300","2011","Total Foreclosures","Number","Foreclosures","0"
"Chester","0900714300","2012","Lis Penden Filings","Number","Foreclosures","19"
"Chester","0900714300","2012","Total Foreclosures","Number","Foreclosures","0"
"Chester","0900714300","2013","Lis Penden Filings","Number","Foreclosures","14"
"Chester","0900714300","2013","Total Foreclosures","Number","Foreclosures","0"
"Chester","0900714300","2014","Lis Penden Filings","Number","Foreclosures","12"
"Chester","0900714300","2014","Total Foreclosures","Number","Foreclosures","0"
"Chester","0900714300","2015","Lis Penden Filings","Number","Foreclosures","8"
"Chester","0900714300","2015","Total Foreclosures","Number","Foreclosures","0"
"Chester","0900714300","2016","Lis Penden Filings","Number","Foreclosures","12"
"Chester","0900714300","2016","Total Foreclosures","Number","Foreclosures","0"
"Clinton","0900715350","2008","Lis Penden Filings","Number","Foreclosures","49"
"Clinton","0900715350","2008","Total Foreclosures","Number","Foreclosures","11"
"Clinton","0900715350","2009","Lis Penden Filings","Number","Foreclosures","93"
"Clinton","0900715350","2009","Total Foreclosures","Number","Foreclosures","13"
"Clinton","0900715350","2010","Lis Penden Filings","Number","Foreclosures","86"
"Clinton","0900715350","2010","Total Foreclosures","Number","Foreclosures","22"
"Clinton","0900715350","2011","Lis Penden Filings","Number","Foreclosures","44"
"Clinton","0900715350","2011","Total Foreclosures","Number","Foreclosures","3"
"Clinton","0900715350","2012","Lis Penden Filings","Number","Foreclosures","70"
"Clinton","0900715350","2012","Total Foreclosures","Number","Foreclosures","9"
"Clinton","0900715350","2013","Lis Penden Filings","Number","Foreclosures","80"
"Clinton","0900715350","2013","Total Foreclosures","Number","Foreclosures","2"
"Clinton","0900715350","2014","Lis Penden Filings","Number","Foreclosures","34"
"Clinton","0900715350","2014","Total Foreclosures","Number","Foreclosures","5"
"Clinton","0900715350","2015","Lis Penden Filings","Number","Foreclosures","37"
"Clinton","0900715350","2015","Total Foreclosures","Number","Foreclosures","0"
"Clinton","0900715350","2016","Lis Penden Filings","Number","Foreclosures","41"
"Clinton","0900715350","2016","Total Foreclosures","Number","Foreclosures","8"
"Colchester","0901115910","2008","Lis Penden Filings","Number","Foreclosures","71"
"Colchester","0901115910","2008","Total Foreclosures","Number","Foreclosures","12"
"Colchester","0901115910","2009","Lis Penden Filings","Number","Foreclosures","95"
"Colchester","0901115910","2009","Total Foreclosures","Number","Foreclosures","8"
"Colchester","0901115910","2010","Lis Penden Filings","Number","Foreclosures","83"
"Colchester","0901115910","2010","Total Foreclosures","Number","Foreclosures","19"
"Colchester","0901115910","2011","Lis Penden Filings","Number","Foreclosures","39"
"Colchester","0901115910","2011","Total Foreclosures","Number","Foreclosures","4"
"Colchester","0901115910","2012","Lis Penden Filings","Number","Foreclosures","72"
"Colchester","0901115910","2012","Total Foreclosures","Number","Foreclosures","1"
"Colchester","0901115910","2013","Lis Penden Filings","Number","Foreclosures","100"
"Colchester","0901115910","2013","Total Foreclosures","Number","Foreclosures","2"
"Colchester","0901115910","2014","Lis Penden Filings","Number","Foreclosures","15"
"Colchester","0901115910","2014","Total Foreclosures","Number","Foreclosures","5"
"Colchester","0901115910","2015","Lis Penden Filings","Number","Foreclosures","42"
"Colchester","0901115910","2015","Total Foreclosures","Number","Foreclosures","0"
"Colchester","0901115910","2016","Lis Penden Filings","Number","Foreclosures","59"
"Colchester","0901115910","2016","Total Foreclosures","Number","Foreclosures","10"
"Colebrook","0900516050","2008","Lis Penden Filings","Number","Foreclosures","8"
"Colebrook","0900516050","2008","Total Foreclosures","Number","Foreclosures","4"
"Colebrook","0900516050","2009","Lis Penden Filings","Number","Foreclosures","6"
"Colebrook","0900516050","2009","Total Foreclosures","Number","Foreclosures","3"
"Colebrook","0900516050","2010","Lis Penden Filings","Number","Foreclosures","5"
"Colebrook","0900516050","2010","Total Foreclosures","Number","Foreclosures","0"
"Colebrook","0900516050","2011","Lis Penden Filings","Number","Foreclosures","5"
"Colebrook","0900516050","2011","Total Foreclosures","Number","Foreclosures","2"
"Colebrook","0900516050","2012","Lis Penden Filings","Number","Foreclosures","3"
"Colebrook","0900516050","2012","Total Foreclosures","Number","Foreclosures","1"
"Colebrook","0900516050","2013","Lis Penden Filings","Number","Foreclosures","9"
"Colebrook","0900516050","2013","Total Foreclosures","Number","Foreclosures","0"
"Colebrook","0900516050","2014","Lis Penden Filings","Number","Foreclosures","67"
"Colebrook","0900516050","2014","Total Foreclosures","Number","Foreclosures","2"
"Colebrook","0900516050","2015","Lis Penden Filings","Number","Foreclosures","4"
"Colebrook","0900516050","2015","Total Foreclosures","Number","Foreclosures","3"
"Colebrook","0900516050","2016","Lis Penden Filings","Number","Foreclosures","4"
"Colebrook","0900516050","2016","Total Foreclosures","Number","Foreclosures","1"
"Columbia","0901316400","2008","Lis Penden Filings","Number","Foreclosures","12"
"Columbia","0901316400","2008","Total Foreclosures","Number","Foreclosures","0"
"Columbia","0901316400","2009","Lis Penden Filings","Number","Foreclosures","21"
"Columbia","0901316400","2009","Total Foreclosures","Number","Foreclosures","0"
"Columbia","0901316400","2010","Lis Penden Filings","Number","Foreclosures","25"
"Columbia","0901316400","2010","Total Foreclosures","Number","Foreclosures","8"
"Columbia","0901316400","2011","Lis Penden Filings","Number","Foreclosures","10"
"Columbia","0901316400","2011","Total Foreclosures","Number","Foreclosures","8"
"Columbia","0901316400","2012","Lis Penden Filings","Number","Foreclosures","14"
"Columbia","0901316400","2012","Total Foreclosures","Number","Foreclosures","2"
"Columbia","0901316400","2013","Lis Penden Filings","Number","Foreclosures","33"
"Columbia","0901316400","2013","Total Foreclosures","Number","Foreclosures","4"
"Columbia","0901316400","2014","Lis Penden Filings","Number","Foreclosures","24"
"Columbia","0901316400","2014","Total Foreclosures","Number","Foreclosures","12"
"Columbia","0901316400","2015","Lis Penden Filings","Number","Foreclosures","15"
"Columbia","0901316400","2015","Total Foreclosures","Number","Foreclosures","12"
"Columbia","0901316400","2016","Lis Penden Filings","Number","Foreclosures","17"
"Columbia","0901316400","2016","Total Foreclosures","Number","Foreclosures","14"
"Connecticut","09","2008","Lis Penden Filings","Number","Foreclosures","14629"
"Connecticut","09","2008","Total Foreclosures","Number","Foreclosures","4828"
"Connecticut","09","2009","Lis Penden Filings","Number","Foreclosures","24544"
"Connecticut","09","2009","Total Foreclosures","Number","Foreclosures","5090"
"Connecticut","09","2010","Lis Penden Filings","Number","Foreclosures","21980"
"Connecticut","09","2010","Total Foreclosures","Number","Foreclosures","6582"
"Connecticut","09","2011","Lis Penden Filings","Number","Foreclosures","12563"
"Connecticut","09","2011","Total Foreclosures","Number","Foreclosures","2723"
"Connecticut","09","2012","Lis Penden Filings","Number","Foreclosures","18526"
"Connecticut","09","2012","Total Foreclosures","Number","Foreclosures","3578"
"Connecticut","09","2013","Lis Penden Filings","Number","Foreclosures","20972"
"Connecticut","09","2013","Total Foreclosures","Number","Foreclosures","4169"
"Connecticut","09","2014","Lis Penden Filings","Number","Foreclosures","16446"
"Connecticut","09","2014","Total Foreclosures","Number","Foreclosures","5824"
"Connecticut","09","2015","Lis Penden Filings","Number","Foreclosures","11913"
"Connecticut","09","2015","Total Foreclosures","Number","Foreclosures","4072"
"Connecticut","09","2016","Lis Penden Filings","Number","Foreclosures","13380"
"Connecticut","09","2016","Total Foreclosures","Number","Foreclosures","3069"
